;уникальный номер;пол;age;raion;fio
29363;101400797;0;60;133;Джумагалиева Альбина Аркадьевна
29364;101383316;0;65;18;Салимжанова Ольга Егоровна
29365;101442655;0;58;61;Буховцева Анастасия Денисовна
29366;101385240;0;67;64;Чахеева Гульнара Тимуровна
29367;101401867;0;67;9;Хоровская Александра Егоровна
29368;101349998;0;63;19;Клячина Екатерина Владиславовна
29372;101384997;0;70;108;Керашева Диана Даниловна
29373;101381990;0;67;125;Изотенко Раиса Денисовна
29374;101389689;0;63;58;Мамедгасанова Юлия Филипповна
29375;101368040;0;62;10;Тиличеева Маргарита Юрьевна
29376;101387996;0;68;87;Рашникова Галина Николаевна
29377;101426824;0;57;51;Погостинская Альбина Ефимовна
29378;101387793;0;63;102;Бродниковская Эльвира Яковлевна
29379;101425179;0;75;86;Шуткова Ксения Викторовна
29380;101424472;0;70;72;Ходкина Оксана Вячеславовна
29383;101426708;0;72;36;Нехлебаева Татьяна Викторовна
29384;101438328;0;58;22;Оленина Альбина Артемовна
29386;101382899;0;75;29;Мостовая Кристина Романовна
29387;101443789;0;65;61;Куликовских Жанна Ефимовна
29389;101379334;0;65;17;Радлова Наталья Тимуровна
29390;101404103;0;67;35;Пурбуева Евгения Николаевна
29392;101424194;0;58;73;Скибкина Алина Максимовна
29393;101397493;0;79;127;Бортенева Татьяна Константиновна
29394;101422526;0;67;22;Шуберская Виктория Ильинична
29395;101436793;0;59;91;Ахмадулина Ангелина Альбертовна
29396;101425809;0;63;127;Двинских Екатерина Ефимовна
29397;101347007;0;72;132;Поклонская Екатерина Андреевна
29398;101352705;0;78;6;Школьник Тамара Андреевна
29399;101425415;0;78;61;Еготова Галина Олеговна
29400;101448534;0;65;112;Амаева Антонина Егоровна
29401;101410476;0;69;137;Мамина Анжелика Витальевна
29402;101398629;0;69;118;Громыко Лариса Тимуровна
29403;101397485;0;59;20;Хлысталова Эльвира Михаиловна
29404;101413781;0;68;72;Бунакова Раиса Петровна
29406;101402708;0;84;35;Макаренцева Александра Вадимовна
29407;101400382;0;72;85;Сайбединова Раиса Яновна
29408;101386881;0;61;119;Сафаралиева Людмила Ильинична
29409;101424082;0;56;107;Пименова Анастасия Германовна
29410;101441858;0;74;75;Ровинская Алиса Ивановна
29411;101352570;0;74;88;Вахрушова Карина Васильевна
29412;101431621;0;66;32;Бреева Гульнара Кирилловна
29413;101425643;0;56;132;Снежневская Александра Валентиновна
29414;101431913;0;57;24;Гайдукова Светлана Дамировна
29417;101439621;0;72;41;Аврамчик Ольга Вадимовна
29418;101402590;0;65;137;Малявкина Евгения Робертовна
29420;101438131;0;58;1;Ивина Марина Егоровна
29421;101422917;0;58;87;Шпынева Валерия Алексеевна
29422;101399762;0;69;76;Беспрозванных Жанна Максимовна
29423;101427385;0;59;77;Хребтова Людмила Юрьевна
29425;101363127;0;70;81;Чаадаева Альбина Евгеньевна
29426;101450794;0;56;125;Бабская Яна Владимировна
29427;101447852;0;77;56;Аликина Елена Алексеевна
29428;101373859;0;62;34;Балбошина Виктория Эдуардовна
29429;101423886;0;63;100;Перепелкина Лариса Геннадьевна
29430;101421953;0;84;41;Наумкина Анастасия Даниловна
29432;101444448;0;59;0;Морткина Анна Леонидовна
29433;101368285;0;76;9;Козлятникова Алена Никитовна
29434;101370162;0;66;20;Фотик Валерия Андреевна
29435;101412499;0;66;24;Закурдаева Анастасия Егоровна
29437;101350397;0;63;122;Орданская Надежда Ярославовна
29438;101363680;0;70;101;Гордейчева Алена Владимировна
29439;101358622;0;73;81;Потураева Валерия Филипповна
29440;101350167;0;73;120;Анянова Алина Юрьевна
29441;101431004;0;60;60;Ноткина Екатерина Алексеевна
29442;101450365;0;68;64;Тиханова Алена Радиковна
29443;101393039;0;75;82;Мартынихина Лариса Леонидовна
29444;101357562;0;63;103;Чакхиева Лилия Валерьевна
29445;101414928;0;61;11;Билозерчева Александра Николаевна
29446;101442187;0;59;129;Данилихина Раиса Робертовна
29447;101431724;0;60;9;Кадкина Юлия Алексеевна
29448;101423164;0;60;30;Никушкина Инна Валентиновна
29449;101365543;0;64;99;Шилоносова Надежда Олеговна
29450;101404009;0;60;47;Пестковская Римма Дмитриевна
29451;101433715;0;63;137;Погосова Оксана Алексеевна
29452;101347600;0;63;45;Медушевская Антонина Игоревна
29453;101450180;0;55;10;Кутовая Алена Васильевна
29454;101404959;0;72;77;Туркестанова Анжелика Олеговна
29455;101435977;0;55;55;Назырова Мария Валентиновна
29456;101361508;0;71;55;Вдовенко Элина Игоревна
29457;101346904;0;63;59;Егорьева Лариса Семеновна
29458;101360714;0;72;20;Фильчикова Татьяна Валентиновна
29459;101360223;0;64;67;Редюк Наталья Вадимовна
29460;101377195;0;80;124;Арбекова Гульнара Владиславовна
29461;101449995;0;68;34;Фесько Полина Алексеевна
29462;101366555;0;68;60;Петренко Инна Аркадьевна
29463;101446725;0;59;136;Гольдина Анжелика Аркадьевна
29464;101398936;0;68;69;Сквиридонова Олеся Михаиловна
29465;101442594;0;66;113;Ермишкина Елизавета Марселевна
29466;101403039;0;72;94;Пиголицына Валентина Сергеевна
